"subjectID" "activityID" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
1 1 "WALKING" 0.0463917265678392 0.0181866836950471 0.0408369906224344 0.067978132739783 0.0871784521583147 0.0620301284304813 0.0134134819282931 0.0289640592722 0.0422371049270371 0.0130926333374786 0.017857276473091 0.0446498006525058 0.221131772947477 0.294065350040817 0.233961712397385 0.0917561646703615 0.104032657586352 0.0654666114033403 0.116512536439035 0.11808862465242 0.0585558929547111 0.0567905427488851 0.0720805680399914 0.05234188186092 0.155820871636066 0.247081095919738 0.173943679946743 0.0672704025581217 0.0953799072079242 0.0625350967913019 0.0637848109355909 0.0560365565162432 0.0637848109355909 0.0560365565162432 0.0717811807368843 0.113768706577626 0.0729706576885009 0.0653642913343777 0.0708218772473022 0.091757559694167 0.0703498138191057 0.10176731951975 0.06409743064324 0.0759465314993961 0.0870485792231659 0.0666827806208189 0.104639939463498 0.129104049560155 0.150116857415376 0.0865625087450982 0.106194658088035 0.0653111670481718 0.102406184682404 0.111077436067163 0.0730309432982119 0.11229621067103 0.125759630097526 0.161079065422502 0.0754380093200376 0.0890381031540795 0.0695844833886815 0.0552428186234544 0.0734451978487024 0.0490663874324954 0.135130659559713 0.109809120221904 0.115673622540009 0.0766851159939003 0.0425928325706612 0.0887833512579855 0.118325987935412 0.122148127646665 0.139227935584739 0.0839506340462988 0.0503532526972754 0.109058668028214 0.092577203978068 0.0922725193291038 0.105490027343591 0.432653191403816 0.508510773980934 0.544055103946776 0.408030364249007 0.0386343595677361 0.01991512103536 0.0291969242004162
1 2 "WALKING_UPSTAIRS" 0.0499619102720454 0.021747886931539 0.0344558573360302 0.0535479656604657 0.100049786094941 0.0500333179018807 0.0178987947539511 0.0294385910883529 0.0261594958039558 0.0285782532572923 0.0397998264959068 0.0324896692585324 0.190122269672497 0.205016670416654 0.1185752050244 0.0611275547402549 0.0806274203833173 0.0353955305513586 0.289100872372716 0.253090303936013 0.106735939614487 0.179709230908831 0.0836317251149235 0.100849532649937 0.150915618812972 0.152933404457322 0.104676438366652 0.0494907761332643 0.0556575100902315 0.0499154582455537 0.0484295886205747 0.0597328226902942 0.0484295886205747 0.0597328226902942 0.0472221215587117 0.0766750623036911 0.108892974328249 0.178929551838117 0.0438436362380376 0.0511771541644304 0.0672873195278271 0.11028102344951 0.0472058091734843 0.0640002887339814 0.104938132426693 0.0587118843997524 0.144755389769906 0.128638673941568 0.0883438067352413 0.0602738730609083 0.0815821650036649 0.0379886112360403 0.0653052719913058 0.0815207241249434 0.0377362821202332 0.0908370878062374 0.109059606025122 0.117083059096865 0.126770594834248 0.0754276687402759 0.0888510164290384 0.19375987150599 0.104104943648874 0.0982085105001155 0.20332219266052 0.135383449708724 0.162864305861747 0.0659762484948208 0.0651980982169743 0.0962575341179068 0.0746730344425614 0.0845287848638143 0.117423676120104 0.107347541513874 0.196117556091194 0.138167043790406 0.0481313702139406 0.0574276471935625 0.130650871611542 0.41433653476432 0.560721255029726 0.876674250687621 0.584344547768679 0.0333818598406041 0.0212782184901739 0.0180564078140765
1 3 "WALKING_DOWNSTAIRS" 0.084156487553055 0.0258222216993833 0.0569332274766585 0.0932064414062365 0.155150625438384 0.0844507786909177 0.0137107920733771 0.0280777453303013 0.0377201475716632 0.0236063317974897 0.0329676513955834 0.0392019249925292 0.400760112023956 0.209633947041423 0.268001030166845 0.0929504365068902 0.144263054472233 0.111065793215343 0.297498795263906 0.246190033811866 0.0776911320386308 0.211440130524507 0.102042469797377 0.0952021564737799 0.217214277614153 0.2387480881851 0.190732088486772 0.0953392946381106 0.140006882069769 0.0981257158530943 0.082373237710474 0.0992213179846552 0.082373237710474 0.0992213179846552 0.0839834763033223 0.129663757152448 0.120801095337179 0.158422188688195 0.0931872320056975 0.161656474309502 0.119224727611253 0.170798561087191 0.115551595884004 0.108457543518206 0.143694798649693 0.0723421185708391 0.161548530552913 0.125253980915339 0.180356636927204 0.101271667591545 0.139350880732265 0.12876086525451 0.0867093134600627 0.148260152607979 0.0998658280371304 0.0995923563591097 0.133382942924338 0.179020421337856 0.183747198943916 0.143103054536205 0.127897611723808 0.222769257099178 0.0879392819594027 0.0834934819677785 0.205694970762549 0.155397048271905 0.12575360190775 0.110939249130188 0.095314606738389 0.110384216952741 0.130869480728383 0.145406657358343 0.125687284311958 0.158148437319055 0.148262026154992 0.170621328157027 0.1569829839474 0.165967806836954 0.162197376230651 0.436619899127884 0.628194687528664 0.843612346127272 0.455139331194812 0.0351323807837942 0.0194932252427492 0.0262116094340964
1 4 "SITTING" 0.063329656530637 0.0474652969368653 0.042159411754971 0.0516968225656247 0.151866471015858 0.138360678594562 0.0906413306571272 0.111323223138669 0.0699070674840087 0.0717975256802739 0.138009139765149 0.11922465321138 0.0238811102004555 0.070655689575854 0.0747884781228963 0.0271963018681045 0.0303431600948287 0.0192855192609476 0.0462953508520778 0.0618032467741921 0.183488028344994 0.0566157567537954 0.101985327501179 0.102463356368492 0.0222287337499355 0.0136387214224945 0.0390561155414156 0.0226036303551251 0.0245434613647658 0.0296521364534214 0.111264720300445 0.169979369819598 0.111264720300445 0.169979369819598 0.0229301682998752 0.0361713543423634 0.108769383221595 0.142195681673132 0.0197986965988689 0.0323051405669414 0.0437360540580442 0.10659545178358 0.0903325248881366 0.0546722179136088 0.16198116438308 0.150284254131327 0.226438533886104 0.2402998997558 0.351939050421738 0.0265764147002996 0.0295349250993363 0.02033488659766 0.0254586546040459 0.029224342714353 0.018362591849997 0.145502546358139 0.294605598421227 0.29334583924511 0.0517698386973124 0.0620491424301355 0.0773584017185285 0.0571134791524308 0.119660771313782 0.100243986911749 0.265193725593871 0.307983623044558 0.242863757439851 0.116193577666337 0.167386175594003 0.355925921257792 0.0305386341608059 0.0425296404355274 0.233377672815923 0.0795250162790184 0.151474370761677 0.306808254926353 0.0263902686757345 0.0367228322918592 0.259687447853499 0.119117872846855 0.313550351218863 0.396808150527142 0.341391283267454 0.132367379991783 0.0815000923995717 0.054324793184178
1 5 "STANDING" 0.00799182813175176 0.0109082121968311 0.0131675870576672 0.0052741393229331 0.0363316416378927 0.0274481084909406 0.0190984089958694 0.0821744588679097 0.0504825294994186 0.0135877008820328 0.035672318716106 0.034253361354175 0.00432309807866502 0.0185697940585478 0.0183762503594898 0.00265311293352562 0.007660845198194 0.00326932508283739 0.0100028114531987 0.052948579326845 0.058163756468635 0.0103298022081838 0.013655140340498 0.0240492537828287 0.00699169016576279 0.0103484059836235 0.0162643635130966 0.0041384711467329 0.00421493661279655 0.00704788101773433 0.0223332713027152 0.0320196532247759 0.0223332713027152 0.0320196532247759 0.00369757377937855 0.00507947462685607 0.0335271043359689 0.0281985416367829 0.003972221007654 0.00538055069862135 0.00409563635523935 0.0222654108309828 0.0147916362346534 0.0058141341210105 0.0401256474317743 0.0315309907696867 0.16864767898372 0.197459380361324 0.297603881515895 0.00267712894948197 0.00759252928839608 0.0038549155228848 0.00252346271734194 0.00728631688451156 0.00308126634948512 0.140371741100482 0.159206585556929 0.182024793355786 0.00969471921696676 0.0118421460390261 0.0224089382476914 0.0104573390412713 0.0147179058997417 0.0224991647382855 0.195472448720001 0.196644601781132 0.213152731499727 0.0199363067413618 0.0325772441177905 0.280798861577656 0.00541951560706372 0.00472695392108994 0.157073358159736 0.0198629330172224 0.028510816312114 0.227277098465249 0.00490413143335745 0.0057246066619768 0.273583464575342 0.128784710169458 0.255076286534288 0.413241447785748 0.513594913245677 0.0719093642054439 0.056332824749369 0.0349837288305387
1 6 "LAYING" 0.168930385215445 0.118675802956278 0.174047090123104 0.122957401949122 0.331177484007337 0.288552886794704 0.220289463378822 0.282054386400136 0.388321182969864 0.187362173440021 0.225012896377312 0.289570966399619 0.0528565447588119 0.0985939187724699 0.114352821930425 0.0752185969837598 0.163771649066554 0.0880763225445686 0.0771795031080852 0.0596404083543515 0.162279898652265 0.23421729111206 0.0880388476633163 0.13736305008917 0.153808688954694 0.0403136220027385 0.0567794352943382 0.172564260864984 0.0661201623548484 0.0792540712205832 0.2886131229297 0.34981224789847 0.2886131229297 0.34981224789847 0.090496008720347 0.154039484219093 0.166442387614279 0.31538245845808 0.0748615754514122 0.132852076021581 0.103724512573987 0.269666136965962 0.199873400362689 0.130107812286934 0.339788645636426 0.309051085361805 0.295124198645475 0.348872674249423 0.422317092845923 0.0784560486297006 0.168998864530492 0.0991145249006038 0.0643423470345477 0.144939740881557 0.0769552497419572 0.172257762959989 0.301907391564746 0.266225680051177 0.286676168602949 0.0893628814382206 0.138858313314505 0.218188910209093 0.0869265794617323 0.12460690725965 0.379111542428045 0.2440133637207 0.301955132707388 0.233434201915736 0.346392256321311 0.518621509073414 0.14377470775517 0.165389919138589 0.320115019712938 0.254239237664846 0.301767298073151 0.334617285038137 0.119468403673657 0.139997579985082 0.414847447618435 0.27089729535851 0.362460700046328 0.3836601010176 0.373316766378218 0.162335761589454 0.254708052562742 0.343207794920077
2 1 "WALKING" 0.0512737908812502 0.0183413245492653 0.0227829297411383 0.0526930914770698 0.0876065936139326 0.0434882428774878 0.00987823857870781 0.00642920348239162 0.0622440626329567 0.0136139600019819 0.0184781210519652 0.0133003334532424 0.211167984879271 0.275791501988356 0.185778563212211 0.090750154935915 0.161611614179856 0.0489210072239074 0.0954418167727153 0.100843600644084 0.0377344346668766 0.0499776709836765 0.0466329424815338 0.0502899934639027 0.131206960876062 0.105465726144674 0.13068818949737 0.126756246807765 0.10974257639032 0.125492029439027 0.0499339524834942 0.0556197999939424 0.0499339524834942 0.0556197999939424 0.077499601514175 0.120340513531053 0.0561510913656867 0.0536867951787246 0.0971466063338169 0.133622199159901 0.0550180359033045 0.113008258454856 0.0456987340668924 0.0565234175747097 0.0755714638204724 0.0472602929485306 0.126292828202979 0.139026511552621 0.148530608925771 0.0769299047466351 0.143850138135589 0.0511008517030618 0.104812973576566 0.181956138721166 0.0559496196985009 0.113646708491357 0.120716942056879 0.140043809333737 0.0834371355996903 0.0611137382741707 0.0656749570216448 0.0438037295295403 0.0483540369476741 0.0444520070371285 0.118226869402869 0.202804277023252 0.146086682986195 0.081896839468972 0.0388235894494026 0.122902965623231 0.117424253889363 0.135499129203728 0.140743356409432 0.0738979416355307 0.0387118869661197 0.168410934262284 0.109472776710468 0.156882750637449 0.113629338102867 0.557886330886922 0.536456315954244 0.735145035867364 0.548286900000862 0.0139643533956208 0.00433448584862447 0.0431236689505588
2 2 "WALKING_UPSTAIRS" 0.0595413279362636 0.0412731157865029 0.0847606499262204 0.0815509182224512 0.0784284125840391 0.18944945583691 0.0770326437230803 0.0729649508676066 0.2544951140977 0.0525505330701698 0.0679602089709558 0.132276146554202 0.163645695288953 0.211254049497691 0.24918840225815 0.106285745713386 0.157559795586964 0.10104001615896 0.268039113143358 0.235730855795774 0.240667809602401 0.139778899651708 0.069566005551727 0.25254364021814 0.174856839980273 0.104449849204564 0.163164504946388 0.0877270772387897 0.0817193899507765 0.0641167734829115 0.0566931616743857 0.0728850473078476 0.0566931616743857 0.0728850473078476 0.0752957786151569 0.118868467198681 0.10543983251224 0.130446117746348 0.0556066638196647 0.0799863197958318 0.0959222110220154 0.134037628195381 0.158320228606914 0.0827306778518059 0.0745760626888869 0.194563848648159 0.125277591182603 0.148237964705937 0.147892940207418 0.113172870436017 0.163881295350698 0.0998077603066856 0.0974417588340015 0.144895177170674 0.106567868808237 0.14022353712498 0.114622255996181 0.153815205392625 0.121103747030803 0.0685211834002539 0.125744704632073 0.150790176143211 0.0891748231909886 0.269759136059374 0.196731041250815 0.184816403329779 0.268668082855579 0.0864909063387963 0.0667437056714795 0.131625900726694 0.121900998817731 0.122785276921478 0.124837299343253 0.0723699932987841 0.155447767561229 0.176107962225892 0.0743485644227162 0.0883037691755585 0.156117118674814 0.41158510724442 0.530590523317769 0.843062172099322 0.497448733095332 0.0910789539416287 0.0517713242596873 0.186646144495998
2 3 "WALKING_DOWNSTAIRS" 0.0802822960127844 0.0232169224708284 0.0377180556906192 0.126323626387262 0.164539199131836 0.207527025642952 0.035408907722361 0.0292899794507798 0.209745148390563 0.0303669406498809 0.0259263453780037 0.0341908471004362 0.296486996280614 0.284615150410356 0.244160584919255 0.167542472706522 0.200378373227208 0.113893284270363 0.321990641543669 0.258241410294926 0.221270115651718 0.17839175090915 0.105446513043068 0.0808615238919916 0.216201616369882 0.111324413772865 0.190547109189297 0.212819548166357 0.181499452559723 0.174087483859382 0.120938785428184 0.113987850671263 0.120938785428184 0.113987850671263 0.130236244062685 0.174065457207752 0.1444592264757 0.2093067097157 0.143537496331486 0.236658843716138 0.150124703907452 0.187696964229544 0.162748978296498 0.139317563998253 0.158470933498544 0.227294729563391 0.13531865304998 0.137133063343584 0.170992496555876 0.159559802006708 0.196702850015357 0.134966036374841 0.177113333756046 0.203194141302482 0.0984910959966628 0.133199951469802 0.128428381339475 0.138897748606279 0.20294040793059 0.145772753890869 0.140965623449853 0.181282833845374 0.0895869158480642 0.0627788995882153 0.172506609500857 0.239195189621014 0.165810582380346 0.139446625396063 0.0990386887278408 0.131471004618102 0.191091340744123 0.175916144479664 0.142200312601098 0.197686220382993 0.19900503748712 0.188153276422589 0.212312518087081 0.254901918555733 0.17226573469962 0.420418189541023 0.542426270716442 0.796713605232221 0.488163524616972 0.0600675175061451 0.021495383587373 0.150368373152888
2 4 "SITTING" 0.0231347346725389 0.0276809995746473 0.0402880523982367 0.0324086421660716 0.0891489476079673 0.0740754031291257 0.0287801989504831 0.0559309927840332 0.108004876175445 0.0678343951316292 0.110900983266013 0.107680740929512 0.0256904955258546 0.0506805396420592 0.0531966331429345 0.0104671054267681 0.0130620230401572 0.00829277290991146 0.0509735371518298 0.0607834442359963 0.190909570257974 0.0164492200254792 0.0135533665580811 0.0420366305972749 0.0115188552175743 0.010936967506823 0.0338616609641016 0.00859218736191687 0.0068522137873974 0.00808481511794375 0.0576679350361864 0.11409643227241 0.0576679350361864 0.11409643227241 0.00877635826672642 0.0157225812079181 0.0972287289311563 0.0466452465675593 0.00587356903424011 0.00950995049684954 0.0309475070434661 0.0665444720961307 0.0537919812838885 0.0330790868911334 0.0939534701839622 0.0785119571295474 0.208260754171704 0.213739887623791 0.246504067626578 0.0109962824474236 0.0139426002698001 0.00954165173043873 0.00898676473647365 0.0110495124477017 0.00717035028433203 0.13061758906417 0.17340668910664 0.119139272931541 0.0172766283250126 0.011769745087041 0.0391856583516093 0.0161908377172772 0.0148145958955175 0.0393219843350878 0.192108734958578 0.256465822807718 0.266786626882363 0.0876240540624744 0.108923547088823 0.258936520561657 0.0148805191572642 0.0170276919289999 0.236350391082097 0.0308765568889603 0.0480543771587926 0.193272549338042 0.00861435359786181 0.0100921633075509 0.215959929239179 0.199019873024292 0.328839830916194 0.384778562475848 0.326121459480141 0.0758062035826711 0.038066497623597 0.0770261261483315
